run_id,population,in_primary_statistics,configuration_id,canonical_configuration_id,label,canonical_config_label,provider,model,variant,identity_evidence,operator_reported_identity,condition,replicate,status,usable,analysis_included,exclusion_reason,prompt_hash,source_sha256,corpus_sha256,generation_date,interface_settings,deviation_ids,intake_verdict,end_marker_ok,size_floor_ok,file_prompt_ok,tokens_total,lexical_tokens,canonical_coverage,broader_coverage,unresolved_rate,exact_dictionary_matches,morphologically_valid_forms,unresolved_forms,ortho_outside_inventory,ortho_cyrillic,ortho_polish_specific,ortho_other_latin,ortho_other_script,ortho_unexpected_nonletters
2026-09-08__xai__grok__unknown__direct__r03,primary,true,xai__grok__unknown,xai__grok__fast,Grok 4.5 Fast,Grok 4.5 Fast,xai,grok,unknown,operator_reported,"Grok 4.5, built by xAI (fast)",direct,r03,usable,true,true,,235cf2707520e7794f62c11bfa287e8b573e9998b8dd9fe711a4c57503425fd5,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,"web interface; model identity 'Grok 4.5, built by xAI (fast)' per operator header (edited from 'unknown'); operator-reported",grok-identity-header-edit,usable,true,true,true,1921,1473,0.771215,0.864223,0.228785,1136,0,337,82,0,39,43,0,0
2026-09-08__xai__grok__unknown__primed__r03,primary,true,xai__grok__unknown,xai__grok__fast,Grok 4.5 Fast,Grok 4.5 Fast,xai,grok,unknown,operator_reported,"Grok 4.5, built by xAI (fast)",primed,r03,usable,true,true,,2a1f4121b83d78a9f875df7444f3e5738b5657991feceda2994ddeb61d5aafea,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,2026-09-08,"web interface; model identity 'Grok 4.5, built by xAI (fast)' per operator header (edited from 'unknown'); operator-reported",grok-identity-header-edit,usable,true,true,true,1915,1467,0.828221,0.880027,0.171779,1215,0,252,1,0,0,1,0,0
2026-09-08__moonshot__kimi__k2.6-instant__direct__r01,primary,true,moonshot__kimi__k2.6-instant,,Kimi K2.6 Instant (Standard),,moonshot,kimi,k2.6-instant,,,direct,r01,usable,true,true,,9ed7c0e932d6ebfa482c5e8c6c16588ab36bf7745b22fa68ce515b392d671fbb,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,not exposed,,usable,true,true,true,1894,1445,0.746713,0.838754,0.253287,1078,1,366,13,0,12,1,0,0
2026-09-08__moonshot__kimi__k2.6-instant__primed__r01,primary,true,moonshot__kimi__k2.6-instant,,Kimi K2.6 Instant (Standard),,moonshot,kimi,k2.6-instant,,,primed,r01,usable,true,true,,5416abd1100e70e78b688943f85a1be5673cb8b3ae67ea6d977f25e822400630,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,2026-09-08,not exposed,,usable,true,true,true,1915,1468,0.79564,0.881471,0.20436,1168,0,300,0,0,0,0,0,0
2026-09-08__moonshot__kimi__k2.6-instant__direct__r02,primary,true,moonshot__kimi__k2.6-instant,,Kimi K2.6 Instant (Standard),,moonshot,kimi,k2.6-instant,,,direct,r02,usable,true,true,,9ed7c0e932d6ebfa482c5e8c6c16588ab36bf7745b22fa68ce515b392d671fbb,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,not exposed,,usable,true,true,true,1910,1458,0.731139,0.835391,0.268861,1064,2,392,7,0,4,3,0,0
2026-09-08__moonshot__kimi__k2.6-instant__primed__r02,primary,true,moonshot__kimi__k2.6-instant,,Kimi K2.6 Instant (Standard),,moonshot,kimi,k2.6-instant,,,primed,r02,usable,true,true,,5416abd1100e70e78b688943f85a1be5673cb8b3ae67ea6d977f25e822400630,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,2026-09-08,not exposed,,usable,true,true,true,1918,1470,0.798639,0.870748,0.201361,1171,3,296,8,0,8,0,0,0
2026-09-08__moonshot__kimi__k2.6-instant__direct__r03,primary,true,moonshot__kimi__k2.6-instant,,Kimi K2.6 Instant (Standard),,moonshot,kimi,k2.6-instant,,,direct,r03,usable,true,true,,9ed7c0e932d6ebfa482c5e8c6c16588ab36bf7745b22fa68ce515b392d671fbb,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,not exposed,,usable,true,true,true,1903,1455,0.742955,0.844674,0.257045,1079,2,374,4,0,4,0,0,0
2026-09-08__moonshot__kimi__k2.6-instant__primed__r03,primary,true,moonshot__kimi__k2.6-instant,,Kimi K2.6 Instant (Standard),,moonshot,kimi,k2.6-instant,,,primed,r03,usable,true,true,,5416abd1100e70e78b688943f85a1be5673cb8b3ae67ea6d977f25e822400630,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,2026-09-08,not exposed,,usable,true,true,true,1913,1465,0.808874,0.88942,0.191126,1183,2,280,3,0,1,2,0,0
2026-09-08__alibaba__qwen-3.8-max__thinking__direct__r01,primary,true,alibaba__qwen-3.8-max__thinking,,Qwen 3.8 Max — Thinking,,alibaba,qwen-3.8-max,thinking,,,direct,r01,usable,true,true,,8635d4e730b9f295b8725aac026758f75ff8eed1858dda9b9ce082e24176b455,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,not exposed,,usable,true,true,true,1938,1490,0.795302,0.895302,0.204698,1185,0,305,7,0,0,7,0,0
2026-09-08__alibaba__qwen-3.8-max__thinking__primed__r01,primary,true,alibaba__qwen-3.8-max__thinking,,Qwen 3.8 Max — Thinking,,alibaba,qwen-3.8-max,thinking,,,primed,r01,missing,false,false,"not collected — pristine prompt file, no reply appended; never fabricated",7e8bf3f5d16528256b484bce5042544087601eb0177ca503e85efa246a0a0c5f,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,,,,missing,,,,,,,,,,,,,,,,,
2026-09-08__alibaba__qwen-3.8-max__thinking__direct__r02,primary,true,alibaba__qwen-3.8-max__thinking,,Qwen 3.8 Max — Thinking,,alibaba,qwen-3.8-max,thinking,,,direct,r02,usable,true,true,,8635d4e730b9f295b8725aac026758f75ff8eed1858dda9b9ce082e24176b455,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,not exposed,,usable,true,true,true,1900,1451,0.7898,0.877326,0.2102,1141,5,305,34,5,10,19,0,0
2026-09-08__alibaba__qwen-3.8-max__thinking__primed__r02,primary,true,alibaba__qwen-3.8-max__thinking,,Qwen 3.8 Max — Thinking,,alibaba,qwen-3.8-max,thinking,,,primed,r02,missing,false,false,"not collected — pristine prompt file, no reply appended; never fabricated",7e8bf3f5d16528256b484bce5042544087601eb0177ca503e85efa246a0a0c5f,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,,,,missing,,,,,,,,,,,,,,,,,
2026-09-08__alibaba__qwen-3.8-max__thinking__direct__r03,primary,true,alibaba__qwen-3.8-max__thinking,,Qwen 3.8 Max — Thinking,,alibaba,qwen-3.8-max,thinking,,,direct,r03,usable,true,true,,8635d4e730b9f295b8725aac026758f75ff8eed1858dda9b9ce082e24176b455,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,not exposed,,usable,true,true,true,1939,1489,0.777703,0.871054,0.222297,1158,0,331,24,0,10,14,0,0
2026-09-08__alibaba__qwen-3.8-max__thinking__primed__r03,primary,true,alibaba__qwen-3.8-max__thinking,,Qwen 3.8 Max — Thinking,,alibaba,qwen-3.8-max,thinking,,,primed,r03,missing,false,false,"not collected — pristine prompt file, no reply appended; never fabricated",7e8bf3f5d16528256b484bce5042544087601eb0177ca503e85efa246a0a0c5f,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,,,,missing,,,,,,,,,,,,,,,,,
2026-09-08__anthropic__claude__sonnet-5-max__direct__r01,primary,true,anthropic__claude__sonnet-5-max,,Claude Sonnet 5 — max (long reasoning),,anthropic,claude,sonnet-5-max,,,direct,r01,usable,true,true,,a104ed162c70ed1c6a9c30a5398e98154ac959b381c6fde6abae3b0d249fb75c,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,thinking/reasoning OFF (operator-disabled during repeated collection; differs from Task-024 Phase-1/2A intensive-reasoning condition),claude-max-thinking-off,usable,true,true,true,1904,1454,0.717331,0.814993,0.282669,1043,0,411,139,122,14,3,0,0
2026-09-08__anthropic__claude__sonnet-5-max__primed__r01,primary,true,anthropic__claude__sonnet-5-max,,Claude Sonnet 5 — max (long reasoning),,anthropic,claude,sonnet-5-max,,,primed,r01,usable,true,true,,3b1bf8ac72fe8945f1859030a7578c80109c541ff68451fb6959fb433245b919,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,2026-09-08,thinking/reasoning OFF (operator-disabled during repeated collection; differs from Task-024 Phase-1/2A intensive-reasoning condition),claude-max-thinking-off,usable,true,true,true,1959,1510,0.837086,0.900662,0.162914,1264,0,246,4,0,2,2,0,0
2026-09-08__anthropic__claude__sonnet-5-max__direct__r02,primary,true,anthropic__claude__sonnet-5-max,,Claude Sonnet 5 — max (long reasoning),,anthropic,claude,sonnet-5-max,,,direct,r02,usable,true,true,,a104ed162c70ed1c6a9c30a5398e98154ac959b381c6fde6abae3b0d249fb75c,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,thinking/reasoning OFF (operator-disabled during repeated collection; differs from Task-024 Phase-1/2A intensive-reasoning condition),claude-max-thinking-off,usable,true,true,true,1935,1487,0.746469,0.851379,0.253531,1110,0,377,9,0,2,7,0,0
2026-09-08__anthropic__claude__sonnet-5-max__primed__r02,primary,true,anthropic__claude__sonnet-5-max,,Claude Sonnet 5 — max (long reasoning),,anthropic,claude,sonnet-5-max,,,primed,r02,usable,true,true,,3b1bf8ac72fe8945f1859030a7578c80109c541ff68451fb6959fb433245b919,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,2026-09-08,thinking/reasoning OFF (operator-disabled during repeated collection; differs from Task-024 Phase-1/2A intensive-reasoning condition),claude-max-thinking-off,usable,true,true,true,1977,1528,0.83377,0.901178,0.16623,1274,0,254,2,0,0,2,0,0
2026-09-08__anthropic__claude__sonnet-5-max__direct__r03,primary,true,anthropic__claude__sonnet-5-max,,Claude Sonnet 5 — max (long reasoning),,anthropic,claude,sonnet-5-max,,,direct,r03,usable,true,true,,a104ed162c70ed1c6a9c30a5398e98154ac959b381c6fde6abae3b0d249fb75c,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,thinking/reasoning OFF (operator-disabled during repeated collection; differs from Task-024 Phase-1/2A intensive-reasoning condition),claude-max-thinking-off,usable,true,true,true,1921,1473,0.737271,0.836388,0.262729,1085,1,387,5,0,0,5,0,0
2026-09-08__anthropic__claude__sonnet-5-max__primed__r03,primary,true,anthropic__claude__sonnet-5-max,,Claude Sonnet 5 — max (long reasoning),,anthropic,claude,sonnet-5-max,,,primed,r03,usable,true,true,,3b1bf8ac72fe8945f1859030a7578c80109c541ff68451fb6959fb433245b919,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,2026-09-08,thinking/reasoning OFF (operator-disabled during repeated collection; differs from Task-024 Phase-1/2A intensive-reasoning condition),claude-max-thinking-off,usable,true,true,true,1993,1542,0.827497,0.896239,0.172503,1276,0,266,3,0,0,3,0,0
2026-09-08__google__gemini-3.6-flash__extthinkoff__direct__r01,primary,true,google__gemini-3.6-flash__extthinkoff,,Gemini 3.6 Flash — extended thinking OFF,,google,gemini-3.6-flash,extthinkoff,,,direct,r01,usable,true,true,,07cbc19e7c00015f794015e4e9ec0f52efe51467dc4a2952871d575d3926f6b1,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,not exposed,,usable,true,true,true,1934,1486,0.742934,0.83109,0.257066,1104,0,382,16,7,6,3,0,0
2026-09-08__google__gemini-3.6-flash__extthinkoff__primed__r01,primary,true,google__gemini-3.6-flash__extthinkoff,,Gemini 3.6 Flash — extended thinking OFF,,google,gemini-3.6-flash,extthinkoff,,,primed,r01,usable,true,true,,dac3a30b104831f19438670f8368063540da15389d761c5bcaeb6881df742c81,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,2026-09-08,web interface; extended thinking OFF; reference-texts message delivered as two messages (operator split with continuation instruction),gemini-primed-split-delivery,usable,true,true,true,2111,1662,0.848977,0.8929,0.151023,1410,1,251,40,5,24,10,0,1
2026-09-08__google__gemini-3.6-flash__extthinkoff__direct__r02,primary,true,google__gemini-3.6-flash__extthinkoff,,Gemini 3.6 Flash — extended thinking OFF,,google,gemini-3.6-flash,extthinkoff,,,direct,r02,usable,true,true,,07cbc19e7c00015f794015e4e9ec0f52efe51467dc4a2952871d575d3926f6b1,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,not exposed,,usable,true,true,true,1920,1472,0.726223,0.798234,0.273777,1069,0,403,27,0,11,16,0,0
2026-09-08__google__gemini-3.6-flash__extthinkoff__primed__r02,primary,true,google__gemini-3.6-flash__extthinkoff,,Gemini 3.6 Flash — extended thinking OFF,,google,gemini-3.6-flash,extthinkoff,,,primed,r02,usable,true,true,,dac3a30b104831f19438670f8368063540da15389d761c5bcaeb6881df742c81,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,2026-09-08,web interface; extended thinking OFF; reference-texts message delivered as two messages (operator split with continuation instruction),gemini-primed-split-delivery,usable,true,true,true,2082,1634,0.853121,0.901469,0.146879,1393,1,240,19,18,1,0,0,0
2026-09-08__google__gemini-3.6-flash__extthinkoff__direct__r03,primary,true,google__gemini-3.6-flash__extthinkoff,,Gemini 3.6 Flash — extended thinking OFF,,google,gemini-3.6-flash,extthinkoff,,,direct,r03,usable,true,true,,07cbc19e7c00015f794015e4e9ec0f52efe51467dc4a2952871d575d3926f6b1,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,not exposed,,usable,true,true,true,1914,1466,0.728513,0.81105,0.271487,1068,0,398,46,8,26,12,0,0
2026-09-08__google__gemini-3.6-flash__extthinkoff__primed__r03,primary,true,google__gemini-3.6-flash__extthinkoff,,Gemini 3.6 Flash — extended thinking OFF,,google,gemini-3.6-flash,extthinkoff,,,primed,r03,usable,true,true,,dac3a30b104831f19438670f8368063540da15389d761c5bcaeb6881df742c81,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,2026-09-08,web interface; extended thinking OFF; reference-texts message delivered as two messages (operator split with continuation instruction),gemini-primed-split-delivery,usable,true,true,true,2117,1670,0.852096,0.897006,0.147904,1422,1,247,2,0,1,1,0,0
2026-09-08__google__gemini-3.6-flash__extthinkon__direct__r01,primary,true,google__gemini-3.6-flash__extthinkon,,Gemini 3.6 Flash — extended thinking ON,,google,gemini-3.6-flash,extthinkon,,,direct,r01,usable,true,true,,8db7dd6732811d8111a99b5b5f4138632d99b01ca3383a474b6c65324de0ba47,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,not exposed,,usable,true,true,true,1927,1479,0.698445,0.792427,0.301555,1031,2,446,131,1,93,37,0,0
2026-09-08__google__gemini-3.6-flash__extthinkon__primed__r01,primary,true,google__gemini-3.6-flash__extthinkon,,Gemini 3.6 Flash — extended thinking ON,,google,gemini-3.6-flash,extthinkon,,,primed,r01,usable,true,true,,de2bd063d9b75a7db3933a060e77e41f151fb5b337904e9ab858808aa9f86c2f,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,2026-09-08,web interface; extended thinking ON; reference-texts message delivered as two messages (operator split with continuation instruction),gemini-primed-split-delivery,usable,true,true,true,2068,1620,0.83642,0.888272,0.16358,1353,2,265,99,8,52,39,0,0
2026-09-08__google__gemini-3.6-flash__extthinkon__direct__r02,primary,true,google__gemini-3.6-flash__extthinkon,,Gemini 3.6 Flash — extended thinking ON,,google,gemini-3.6-flash,extthinkon,,,direct,r02,usable,true,true,,8db7dd6732811d8111a99b5b5f4138632d99b01ca3383a474b6c65324de0ba47,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,not exposed,,usable,true,true,true,1921,1473,0.65852,0.750849,0.34148,970,0,503,66,0,44,22,0,0
2026-09-08__google__gemini-3.6-flash__extthinkon__primed__r02,primary,true,google__gemini-3.6-flash__extthinkon,,Gemini 3.6 Flash — extended thinking ON,,google,gemini-3.6-flash,extthinkon,,,primed,r02,usable,true,true,,de2bd063d9b75a7db3933a060e77e41f151fb5b337904e9ab858808aa9f86c2f,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,2026-09-08,web interface; extended thinking ON; reference-texts message delivered as two messages (operator split with continuation instruction),gemini-primed-split-delivery,usable,true,true,true,2075,1628,0.824324,0.880835,0.175676,1340,2,286,40,0,40,0,0,0
2026-09-08__google__gemini-3.6-flash__extthinkon__direct__r03,primary,true,google__gemini-3.6-flash__extthinkon,,Gemini 3.6 Flash — extended thinking ON,,google,gemini-3.6-flash,extthinkon,,,direct,r03,usable,true,true,,8db7dd6732811d8111a99b5b5f4138632d99b01ca3383a474b6c65324de0ba47,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,not exposed,,usable,true,true,true,1935,1487,0.653665,0.735709,0.346335,971,1,515,171,1,124,46,0,0
2026-09-08__google__gemini-3.6-flash__extthinkon__primed__r03,primary,true,google__gemini-3.6-flash__extthinkon,,Gemini 3.6 Flash — extended thinking ON,,google,gemini-3.6-flash,extthinkon,,,primed,r03,usable,true,true,,de2bd063d9b75a7db3933a060e77e41f151fb5b337904e9ab858808aa9f86c2f,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,2026-09-08,web interface; extended thinking ON; reference-texts message delivered as two messages (operator split with continuation instruction),gemini-primed-split-delivery,usable,true,true,true,2073,1625,0.827077,0.878769,0.172923,1343,1,281,87,0,49,38,0,0
2026-09-08__deepseek__deepseek-v3-expert__deepthinkoff__direct__r01,primary,true,deepseek__deepseek-v3-expert__deepthinkoff,,DeepSeek V3 Expert — DeepThink OFF,,deepseek,deepseek-v3-expert,deepthinkoff,,,direct,r01,usable,true,true,,3c762fa5b8ab7e901abf16f9963fdaf7a706e62e2bf6bb8512b32d5effc70924,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,not exposed,,usable,true,true,true,1913,1465,0.815017,0.890102,0.184983,1190,4,271,2,0,0,2,0,0
2026-09-08__deepseek__deepseek-v3-expert__deepthinkoff__primed__r01,primary,true,deepseek__deepseek-v3-expert__deepthinkoff,,DeepSeek V3 Expert — DeepThink OFF,,deepseek,deepseek-v3-expert,deepthinkoff,,,primed,r01,usable,true,true,,820b21123c93dfb8f647a5632d089851c6e5a0fd82aeb410d3ba9b053a5c7e2e,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,2026-09-08,not exposed,,usable,true,true,true,1944,1496,0.854947,0.901738,0.145053,1275,4,217,42,0,36,6,0,0
2026-09-08__deepseek__deepseek-v3-expert__deepthinkoff__direct__r02,primary,true,deepseek__deepseek-v3-expert__deepthinkoff,,DeepSeek V3 Expert — DeepThink OFF,,deepseek,deepseek-v3-expert,deepthinkoff,,,direct,r02,usable,true,true,,3c762fa5b8ab7e901abf16f9963fdaf7a706e62e2bf6bb8512b32d5effc70924,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,not exposed,,usable,true,true,true,1925,1477,0.792146,0.882871,0.207854,1166,4,307,3,0,0,3,0,0
2026-09-08__deepseek__deepseek-v3-expert__deepthinkoff__primed__r02,primary,true,deepseek__deepseek-v3-expert__deepthinkoff,,DeepSeek V3 Expert — DeepThink OFF,,deepseek,deepseek-v3-expert,deepthinkoff,,,primed,r02,usable,true,true,,820b21123c93dfb8f647a5632d089851c6e5a0fd82aeb410d3ba9b053a5c7e2e,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,2026-09-08,not exposed,,usable,true,true,true,1929,1480,0.852703,0.907432,0.147297,1260,2,218,0,0,0,0,0,0
2026-09-08__deepseek__deepseek-v3-expert__deepthinkoff__direct__r03,primary,true,deepseek__deepseek-v3-expert__deepthinkoff,,DeepSeek V3 Expert — DeepThink OFF,,deepseek,deepseek-v3-expert,deepthinkoff,,,direct,r03,usable,true,true,,3c762fa5b8ab7e901abf16f9963fdaf7a706e62e2bf6bb8512b32d5effc70924,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,not exposed,,usable,true,true,true,1916,1468,0.743188,0.841962,0.256812,1088,3,377,0,0,0,0,0,0
2026-09-08__deepseek__deepseek-v3-expert__deepthinkoff__primed__r03,primary,true,deepseek__deepseek-v3-expert__deepthinkoff,,DeepSeek V3 Expert — DeepThink OFF,,deepseek,deepseek-v3-expert,deepthinkoff,,,primed,r03,usable,true,true,,820b21123c93dfb8f647a5632d089851c6e5a0fd82aeb410d3ba9b053a5c7e2e,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,2026-09-08,not exposed,,usable,true,true,true,1944,1495,0.836789,0.899666,0.163211,1248,3,244,0,0,0,0,0,0
2026-09-08__deepseek__deepseek-v3-expert__deepthinkon__direct__r01,primary,true,deepseek__deepseek-v3-expert__deepthinkon,,DeepSeek V3 Expert — DeepThink ON,,deepseek,deepseek-v3-expert,deepthinkon,,,direct,r01,usable,true,true,,c72faf730ec21b88efe0d78bd1bf355c12316f49a6a61e56f7b8aecdaaa17527,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,not exposed,,usable,true,true,true,1984,1534,0.82073,0.898305,0.17927,1257,2,275,3,1,0,2,0,0
2026-09-08__deepseek__deepseek-v3-expert__deepthinkon__primed__r01,primary,true,deepseek__deepseek-v3-expert__deepthinkon,,DeepSeek V3 Expert — DeepThink ON,,deepseek,deepseek-v3-expert,deepthinkon,,,primed,r01,usable,true,true,,a49eb4fe8206b092ba4e937504020d8021f817f7a35df44319b4454365e227f6,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,2026-09-08,not exposed,,usable,true,true,true,1926,1477,0.843602,0.903859,0.156398,1244,2,231,68,0,34,34,0,0
2026-09-08__deepseek__deepseek-v3-expert__deepthinkon__direct__r02,primary,true,deepseek__deepseek-v3-expert__deepthinkon,,DeepSeek V3 Expert — DeepThink ON,,deepseek,deepseek-v3-expert,deepthinkon,,,direct,r02,usable,true,true,,c72faf730ec21b88efe0d78bd1bf355c12316f49a6a61e56f7b8aecdaaa17527,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,not exposed,,usable,true,true,true,1918,1470,0.823129,0.887755,0.176871,1206,4,260,0,0,0,0,0,0
2026-09-08__deepseek__deepseek-v3-expert__deepthinkon__primed__r02,primary,true,deepseek__deepseek-v3-expert__deepthinkon,,DeepSeek V3 Expert — DeepThink ON,,deepseek,deepseek-v3-expert,deepthinkon,,,primed,r02,usable,true,true,,a49eb4fe8206b092ba4e937504020d8021f817f7a35df44319b4454365e227f6,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,2026-09-08,not exposed,,usable,true,true,true,1953,1504,0.854388,0.90492,0.145612,1282,3,219,68,0,34,34,0,0
2026-09-08__deepseek__deepseek-v3-expert__deepthinkon__direct__r03,primary,true,deepseek__deepseek-v3-expert__deepthinkon,,DeepSeek V3 Expert — DeepThink ON,,deepseek,deepseek-v3-expert,deepthinkon,,,direct,r03,usable,true,true,,c72faf730ec21b88efe0d78bd1bf355c12316f49a6a61e56f7b8aecdaaa17527,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,not exposed,,usable,true,true,true,1924,1476,0.79607,0.889566,0.20393,1173,2,301,73,0,36,37,0,0
2026-09-08__deepseek__deepseek-v3-expert__deepthinkon__primed__r03,primary,true,deepseek__deepseek-v3-expert__deepthinkon,,DeepSeek V3 Expert — DeepThink ON,,deepseek,deepseek-v3-expert,deepthinkon,,,primed,r03,usable,true,true,,a49eb4fe8206b092ba4e937504020d8021f817f7a35df44319b4454365e227f6,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,2026-09-08,not exposed,,usable,true,true,true,1937,1489,0.854936,0.907992,0.145064,1270,3,216,68,0,34,34,0,0
2026-09-08__alibaba__qwen-3.7-plus__thinking__direct__r01,primary,true,alibaba__qwen-3.7-plus__thinking,,Qwen 3.7 Plus — Thinking,,alibaba,qwen-3.7-plus,thinking,,,direct,r01,usable,true,true,,fec6d7cd61e01e71a89c582110cd490f008e6e2a464e9d556c574e82b24e6f92,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,not exposed,,usable,true,true,true,1919,1469,0.809394,0.882233,0.190606,1189,0,280,15,0,11,4,0,0
2026-09-08__alibaba__qwen-3.7-plus__thinking__primed__r01,primary,true,alibaba__qwen-3.7-plus__thinking,,Qwen 3.7 Plus — Thinking,,alibaba,qwen-3.7-plus,thinking,,,primed,r01,usable,true,true,,3ad5d22d045f138d6bbfbc40bc207290b700a7c025c1980019f4350a5966dc35,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,2026-09-08,not exposed,,usable,true,true,true,1927,1477,0.825999,0.881517,0.174001,1220,0,257,20,0,8,12,0,0
